"","Year","Age","Result","Variable","Group","Run","Scenario","Estimate"
"726",6,12,20104.0745140008,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"727",7,12,34829.0129910305,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"728",8,12,30621.588841272,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"729",9,12,22710.6727617236,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"730",10,12,21191.9469282599,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"731",1,13,33953.024578266,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"732",2,13,25461.1430553413,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"733",3,13,37400.0319878029,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"734",4,13,21610.1321193727,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"735",5,13,16996.6010465407,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"736",6,13,28802.4255378245,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"737",7,13,15281.698828373,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"738",8,13,32425.8110946494,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"739",9,13,28215.4835983054,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"740",10,13,19798.3082351772,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"741",1,14,18779.9007703893,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"742",2,14,29200.9756904972,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"743",3,14,20090.9034069075,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"744",4,14,34819.4297806445,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"745",5,14,19947.166919325,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"746",6,14,14893.1054756562,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"747",7,14,21343.3508422435,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"748",8,14,14227.2616092152,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"749",9,14,29843.2253779175,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"750",10,14,24410.330494241,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"751",1,15,17959.1762064243,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"752",2,15,16062.7118079119,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"753",3,15,22765.89753048,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"754",4,15,18704.6310718309,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"755",5,15,32121.5238780313,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"756",6,15,17405.7535017892,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"757",7,15,10847.7257355516,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"758",8,15,19870.6596341287,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"759",9,15,13084.0286041397,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"760",10,15,25687.6363060539,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"761",1,16,15653.6248940777,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"762",2,16,15304.4497419587,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"763",3,16,12422.2569476478,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"764",4,16,21195.0506008769,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"765",5,16,17248.7742583683,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"766",6,16,27951.321556477,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"767",7,16,12531.8258420847,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"768",8,16,10099.2326597985,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"769",9,16,18264.6076875548,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"770",10,16,11224.0534191155,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"771",1,17,12353.7096303739,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"772",2,17,13306.6025129358,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"773",3,17,11771.118992203,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"774",4,17,11565.1212182601,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"775",5,17,19540.3309232682,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"776",6,17,14981.2898398593,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"777",7,17,19966.1967827818,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"778",8,17,11667.1298589809,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"779",9,17,9279.75505119508,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"780",10,17,15632.332701526,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"781",1,18,8545.25896205114,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"782",2,18,10483.4107101564,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"783",3,18,10195.632413742,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"784",4,18,10958.911781741,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"785",5,18,10660.326435161,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"786",6,18,16949.573065416,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"787",7,18,10642.8425022158,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"788",8,18,18588.5292047699,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"789",9,18,10717.8717446317,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"790",10,18,7929.78374639144,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"791",1,19,21985.0878851802,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"792",2,19,7242.70276168718,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"793",3,19,8010.78762834674,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"794",4,19,9492.13377719381,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"795",5,19,10100.2729755228,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"796",6,19,9238.41455841807,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"797",7,19,11994.1833024265,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"798",8,19,9908.4863695629,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"799",9,19,17073.2487603744,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"800",10,19,9148.39923014259,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"801",1,20,9409.6747541259,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"802",2,20,18617.4086068412,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"803",3,20,5523.5725175143,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"804",4,20,7458.04328199081,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"805",5,20,8747.62033552794,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"806",6,20,8747.21810305656,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"807",7,20,6518.91783180143,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"808",8,20,11166.5846545591,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"809",9,20,9099.66190974931,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"810",10,20,14561.24312225,"Numbers","Pre-Adulto",2,"w/ Aquaculture","Outer"
"811",1,21,7105.18046770346,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"812",2,21,7963.07580604955,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"813",3,21,14177.704888951,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"814",4,21,5142.44601380582,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"815",5,21,6872.60927053657,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"816",6,21,7572.02244156764,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"817",7,21,6159.31424620192,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"818",8,21,6069.11250140713,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"819",9,21,10254.1323095239,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"820",10,21,7756.13038091111,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"821",1,22,3825.99400566265,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"822",2,22,3802.17483276112,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"823",3,22,3832.26415648676,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"824",4,22,8350.66817959213,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"825",5,22,2997.85067622481,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"826",6,22,3762.24544125159,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"827",7,22,3367.8143036912,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"828",8,22,3627.83609101293,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"829",9,22,3525.65369885251,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"830",10,22,5526.960522781,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"831",1,23,3208.15219873831,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"832",2,23,2046.61674954134,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"833",3,23,1828.26961898102,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"834",4,23,2257.2035881707,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"835",5,23,4867.9323893222,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"836",6,23,1640.63210590999,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"837",7,23,1671.29275954076,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"838",8,23,1983.64262487412,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"839",9,23,2107.36303903878,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"840",10,23,1899.65749248544,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"841",1,24,2564.67739109054,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"842",2,24,1715.6124413042,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"843",3,24,983.467037722198,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"844",4,24,1076.85080557982,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"845",5,24,1315.77272161091,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"846",6,24,2663.47846060164,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"847",7,24,728.121374186133,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"848",8,24,984.391435369508,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"849",9,24,1152.22541277099,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"850",10,24,1135.15993173674,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"851",1,25,1147.25158815535,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"852",2,25,1371.18585142138,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"853",3,25,823.983348630084,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"854",4,25,579.262085218375,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"855",5,25,627.704636701679,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"856",6,25,719.796320839024,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"857",7,25,1181.18251847969,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"858",8,25,428.863489395632,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"859",9,25,571.778662391821,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"860",10,25,620.529466725511,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"861",1,26,1842.15163803083,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"862",2,26,613.256757008827,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"863",3,26,658.290599881011,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"864",4,26,485.32619234312,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"865",5,26,337.649949602005,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"866",6,26,343.339537217543,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"867",7,26,319.021159159824,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"868",8,26,695.716503384535,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"869",9,26,249.096806050326,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"870",10,26,307.878441191722,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"871",1,27,429.493968316299,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"872",2,27,984.566560210608,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"873",3,27,294.320971202683,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"874",4,27,387.733163329915,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"875",5,27,282.89074647429,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"876",6,27,184.66599359752,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"877",7,27,152.099258431148,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"878",8,27,187.903462745136,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"879",9,27,404.084840345623,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"880",10,27,134.109811634024,"Numbers","Adulto",2,"w/ Aquaculture","Outer"
"881",1,1,0.0021294110983781,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"882",2,1,0.00705290102009556,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"883",3,1,0,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"884",4,1,0.000359816923076181,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"885",5,1,0.0025050905970069,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"886",6,1,0.00883185134008413,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"887",7,1,0,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"888",8,1,0.000531155770346231,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"889",9,1,0.00328430712168598,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"890",10,1,0.00924232731507456,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"891",1,2,0.0264743803211435,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"892",2,2,0.0351645182465536,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"893",3,2,0,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"894",4,2,0.00297166078779766,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"895",5,2,0.0204562335951909,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"896",6,2,0.071758065307996,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"897",7,2,0,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"898",8,2,0.00417216217267237,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"899",9,2,0.0271316320435689,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"900",10,2,0.0766624065830354,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"901",1,3,0.229506827018108,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"902",2,3,0.261672936112061,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"903",3,3,0,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"904",4,3,0.0161279157714566,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"905",5,3,0.101118662538822,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"906",6,3,0.350720250080136,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"907",7,3,0,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"908",8,3,0.0201958530838969,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"909",9,3,0.127556673122227,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"910",10,3,0.379055203085776,"Catches","Machorro",2,"w/ Aquaculture","Outer"
"911",1,4,2.02656413754232,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"912",2,4,3.8096525811857,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"913",3,4,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"914",4,4,0.0808279926035012,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"915",5,4,0.921656448628765,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"916",6,4,2.91154664546324,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"917",7,4,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"918",8,4,0.164940658235668,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"919",9,4,1.03696203654286,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"920",10,4,2.99286168846608,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"921",1,5,16.6703348426901,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"922",2,5,23.4457358832061,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"923",3,5,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"924",4,5,0.704049546415249,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"925",5,5,3.21946155488067,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"926",6,5,18.4960756640068,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"927",7,5,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"928",8,5,0.94363411018375,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"929",9,5,5.90280297026931,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"930",10,5,16.9574848670679,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"931",1,6,86.2351611581537,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"932",2,6,141.596964452069,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"933",3,6,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"934",4,6,5.24616904975661,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"935",5,6,20.5934881359894,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"936",6,6,47.4378903838477,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"937",7,6,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"938",8,6,4.00927789591923,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"939",9,6,24.7990588391812,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"940",10,6,70.8713975563217,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"941",1,7,140.386458054689,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"942",2,7,554.9893045511,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"943",3,7,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"944",4,7,17.9754696365231,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"945",5,7,116.380679670196,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"946",6,7,229.969920642385,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"947",7,7,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"948",8,7,14.1777009287415,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"949",9,7,79.9082557600181,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"950",10,7,225.617427339199,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"951",1,8,559.841228901157,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"952",2,8,690.950149207625,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"953",3,8,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"954",4,8,63.0530000685952,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"955",5,8,305.894312957874,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"956",6,8,994.686606293947,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"957",7,8,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"958",8,8,21.1039968818932,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"959",9,8,216.734027621066,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"960",10,8,556.107014490688,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"961",1,9,626.985840301231,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"962",2,9,2107.04730246996,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"963",3,9,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"964",4,9,145.193874834443,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"965",5,9,826.428590892237,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"966",6,9,2002.95749470665,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"967",7,9,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"968",8,9,59.9646728977981,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"969",9,9,248.405986115468,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"970",10,9,1154.08052682545,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"971",1,10,1251.93045531228,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"972",2,10,1838.58176083052,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"973",3,10,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"974",4,10,108.293771173692,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"975",5,10,1500.96500242972,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"976",6,10,4229.64441800115,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"977",7,10,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"978",8,10,154.506351573159,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"979",9,10,556.406857059823,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"980",10,10,1031.62856560448,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"981",1,11,2833.41640921418,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"982",2,11,3008.51718178596,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"983",3,11,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"984",4,11,211.394822141387,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"985",5,11,931.293703046625,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"986",6,11,6320.18932586976,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"987",7,11,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"988",8,11,197.171897242325,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"989",9,11,1191.88416825532,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"990",10,11,1896.02184389177,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"991",1,12,1873.93599106639,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"992",2,12,5942.65067652957,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"993",3,12,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"994",4,12,131.603785144477,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"995",5,12,1608.86773035653,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"996",6,12,3435.19454416174,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"997",7,12,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"998",8,12,293.215612918899,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"999",9,12,1345.32810598751,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1000",10,12,3548.89047387177,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1001",1,13,2409.29019186845,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1002",2,13,3613.42077761522,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1003",3,13,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1004",4,13,171.866083811056,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1005",5,13,930.73009867319,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1006",6,13,5471.70733347115,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1007",7,13,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1008",8,13,345.204751201058,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1009",9,13,1858.28473578128,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1010",10,13,3686.17853259148,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1011",1,14,1421.37580932059,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1012",2,14,4420.21083737291,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1013",3,14,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1014",4,14,295.365247748718,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1015",5,14,1165.0589001024,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1016",6,14,3017.75546228437,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1017",7,14,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1018",8,14,161.551954039677,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1019",9,14,2096.40652078727,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1020",10,14,4847.60165885295,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1021",1,15,1415.54330622233,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1022",2,15,2532.12774551813,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1023",3,15,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1024",4,15,165.237269506296,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1025",5,15,1953.81717397009,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1026",6,15,3672.93066808096,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1027",7,15,0,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1028",8,15,234.976431819042,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1029",9,15,957.177211338576,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1030",10,15,5312.49497142541,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
"1031",1,16,1266.92226345055,"Catches","Pre-Adulto",2,"w/ Aquaculture","Outer"
