"","Year","Age","Result","Variable","Group","Run","Scenario","Estimate"
"3020",10,NA,-5971751.59311581,"Poaching Profit",NA,5,"w/o Aquaculture","Outer"
"3021",1,NA,0,"Aquaculture Revenue",NA,5,"w/o Aquaculture","Outer"
"3022",2,NA,104271.928846495,"Aquaculture Revenue",NA,5,"w/o Aquaculture","Outer"
"3023",3,NA,531246.875935381,"Aquaculture Revenue",NA,5,"w/o Aquaculture","Outer"
"3024",4,NA,853788.081254673,"Aquaculture Revenue",NA,5,"w/o Aquaculture","Outer"
"3025",5,NA,436099.061697077,"Aquaculture Revenue",NA,5,"w/o Aquaculture","Outer"
"3026",6,NA,635009.551590953,"Aquaculture Revenue",NA,5,"w/o Aquaculture","Outer"
"3027",7,NA,371099.842286408,"Aquaculture Revenue",NA,5,"w/o Aquaculture","Outer"
"3028",8,NA,878017.262760714,"Aquaculture Revenue",NA,5,"w/o Aquaculture","Outer"
"3029",9,NA,425913.144497365,"Aquaculture Revenue",NA,5,"w/o Aquaculture","Outer"
"3030",10,NA,607854.095409474,"Aquaculture Revenue",NA,5,"w/o Aquaculture","Outer"
"3031",1,NA,2280895.2,"Aquaculture Cost",NA,5,"w/o Aquaculture","Outer"
"3032",2,NA,4561790.4,"Aquaculture Cost",NA,5,"w/o Aquaculture","Outer"
"3033",3,NA,-1079894.64160585,"Aquaculture Cost",NA,5,"w/o Aquaculture","Outer"
"3034",4,NA,255639.197489,"Aquaculture Cost",NA,5,"w/o Aquaculture","Outer"
"3035",5,NA,1770880.03490889,"Aquaculture Cost",NA,5,"w/o Aquaculture","Outer"
"3036",6,NA,6095709.0844647,"Aquaculture Cost",NA,5,"w/o Aquaculture","Outer"
"3037",7,NA,-1443013.15928534,"Aquaculture Cost",NA,5,"w/o Aquaculture","Outer"
"3038",8,NA,341598.811396281,"Aquaculture Cost",NA,5,"w/o Aquaculture","Outer"
"3039",9,NA,2126974.95678303,"Aquaculture Cost",NA,5,"w/o Aquaculture","Outer"
"3040",10,NA,5971751.59311581,"Aquaculture Cost",NA,5,"w/o Aquaculture","Outer"
"3041",1,NA,-1134310.29604804,"Aquaculture Profit",NA,5,"w/o Aquaculture","Outer"
"3042",2,NA,-1030038.36720155,"Aquaculture Profit",NA,5,"w/o Aquaculture","Outer"
"3043",3,NA,-603063.420112659,"Aquaculture Profit",NA,5,"w/o Aquaculture","Outer"
"3044",4,NA,743106.31011312,"Aquaculture Profit",NA,5,"w/o Aquaculture","Outer"
"3045",5,NA,-698211.234350963,"Aquaculture Profit",NA,5,"w/o Aquaculture","Outer"
"3046",6,NA,-499300.744457087,"Aquaculture Profit",NA,5,"w/o Aquaculture","Outer"
"3047",7,NA,-763210.453761633,"Aquaculture Profit",NA,5,"w/o Aquaculture","Outer"
"3048",8,NA,767335.491619161,"Aquaculture Profit",NA,5,"w/o Aquaculture","Outer"
"3049",9,NA,-708397.151550676,"Aquaculture Profit",NA,5,"w/o Aquaculture","Outer"
"3050",10,NA,-526456.200638567,"Aquaculture Profit",NA,5,"w/o Aquaculture","Outer"
"3051",1,1,613523.872290738,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3052",2,1,389842.228217716,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3053",3,1,350458.800146051,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3054",4,1,382483.856974094,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3055",5,1,407849.649188683,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3056",6,1,425104.00297733,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3057",7,1,441242.757711007,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3058",8,1,458373.651846657,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3059",9,1,475941.046197117,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3060",10,1,493110.889448083,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3061",1,2,333310.591442891,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3062",2,2,221359.410993087,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3063",3,2,140655.074520239,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3064",4,2,126445.533751549,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3065",5,2,138000.174060952,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3066",6,2,147152.151710741,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3067",7,2,153377.522398839,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3068",8,2,159200.384942885,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3069",9,2,165381.211369434,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3070",10,2,171719.52706337,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3071",1,3,210951.328503499,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3072",2,3,120258.434918215,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3073",3,3,79866.4570249336,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3074",4,3,50748.3385688214,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3075",5,3,45621.5369622029,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3076",6,3,49790.4495094735,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3077",7,3,53092.4814809665,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3078",8,3,55338.5938595758,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3079",9,3,57439.4812673308,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3080",10,3,59669.5219408806,"Numbers","Machorro",6,"w/o Aquaculture","Outer"
"3081",1,4,80975.0767569295,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3082",2,4,76111.0098172353,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3083",3,4,43389.1059401752,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3084",4,4,28815.7218894755,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3085",5,4,18309.9367017176,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3086",6,4,16460.1903482206,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3087",7,4,17964.325329548,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3088",8,4,19155.6904034544,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3089",9,4,19966.080771077,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3090",10,4,20724.0738758196,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3091",1,5,107198.840683411,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3092",2,5,75385.7698965638,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3093",3,5,70857.3500672114,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3094",4,5,40394.0603367489,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3095",5,5,26826.6030315084,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3096",6,5,17045.9953945991,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3097",7,5,15323.9136013639,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3098",8,5,16724.1882167862,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3099",9,5,17833.2797395235,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3100",10,5,18587.6938296095,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3101",1,6,121525.423446689,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3102",2,6,99785.4503414131,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3103",3,6,70171.8424864039,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3104",4,6,65956.0436449298,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3105",5,6,37599.6053663765,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3106",6,6,24970.5086549078,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3107",7,6,15866.4523862998,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3108",8,6,14263.3904324801,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3109",9,6,15566.5952488195,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3110",10,6,16598.7466304039,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3111",1,7,57158.3821392649,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3112",2,7,113053.934067709,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3113",3,7,92825.9055031712,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3114",4,7,65275.0829870762,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3115",5,7,61350.948359549,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3116",6,7,34972.8787944118,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3117",7,7,23225.0213444486,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3118",8,7,14756.6751203928,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3119",9,7,13265.1130012206,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3120",10,7,14476.4210147118,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3121",1,8,85816.6326240184,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3122",2,8,53074.0673136009,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3123",3,8,104961.657768599,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3124",4,8,86169.5410794805,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3125",5,8,60585.6871750095,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3126",6,8,56935.010701604,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3127",7,8,32450.57015174,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3128",8,8,21546.5382920036,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3129",9,8,13687.9611579518,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3130",10,8,12302.3950465387,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3131",1,9,46937.2217606268,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3132",2,9,79335.44374406,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3133",3,9,49048.4058902026,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3134",4,9,96964.3240742714,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3135",5,9,79573.7137519857,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3136",6,9,55925.995933148,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3137",7,9,52534.3892488672,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3138",8,9,29929.5907719931,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3139",9,9,19863.9618296937,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3140",10,9,12613.5093897421,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3141",1,10,57944.6680952434,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3142",2,10,43071.5676188423,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3143",3,10,72748.5499080903,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3144",4,10,44941.6684267066,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3145",5,10,88775.8103443433,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3146",6,10,72794.1813447989,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3147",7,10,51117.5463477516,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3148",8,10,47975.0836866817,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3149",9,10,27307.3559288212,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3150",10,10,18107.1071150558,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3151",1,11,97288.7248391561,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3152",2,11,52694.5555413593,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3153",3,11,39122.5121534105,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3154",4,11,65995.8861511438,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3155",5,11,40717.7230292109,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3156",6,11,80324.4055253075,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3157",7,11,65772.3044055785,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3158",8,11,46119.8148182938,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3159",9,11,43220.4640464559,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3160",10,11,24564.3347652958,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3161",1,12,53846.5589502456,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3162",2,12,87742.3864160402,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3163",3,12,47447.2327707623,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3164",4,12,35166.7813016658,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3165",5,12,59219.2844545087,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3166",6,12,36470.2091216161,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3167",7,12,71808.5632266563,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3168",8,12,58683.3414863232,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3169",9,12,41065.9086207533,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3170",10,12,38405.9803917335,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3171",1,13,62268.1223046043,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3172",2,13,48257.2103916122,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3173",3,13,78481.9253659915,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3174",4,13,42352.7564973145,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3175",5,13,31324.8650108482,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3176",6,13,52634.0474142254,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3177",7,13,32340.5153669147,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3178",8,13,63526.1270949329,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3179",9,13,51788.4309649588,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3180",10,13,36152.037913247,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3181",1,14,34441.3840170069,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3182",2,14,55562.3316737182,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3183",3,14,42966.9267230361,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3184",4,14,69718.529888477,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3185",5,14,37535.2061689002,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3186",6,14,27693.7200423573,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3187",7,14,46413.7481826831,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3188",8,14,28442.7924199292,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3189",9,14,55717.8103021998,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3190",10,14,45298.215900376,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3191",1,15,32936.2168584946,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3192",2,15,30643.5527105129,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3193",3,15,49320.8545514971,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3194",4,15,38047.0880770079,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3195",5,15,61580.3683758408,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3196",6,15,33066.8603048169,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3197",7,15,24330.1529347577,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3198",8,15,40660.6195251874,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3199",9,15,24844.6017554954,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3200",10,15,48526.1334780947,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3201",1,16,28707.9528708252,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3202",2,16,29248.0745890361,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3203",3,16,27146.2887008419,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3204",4,16,43580.5418468259,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3205",5,16,33530.7010244907,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3206",6,16,54121.9770716112,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3207",7,16,28978.8680557237,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3208",8,16,21258.9907842347,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3209",9,16,35419.9745145199,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3210",10,16,21576.0271722609,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3211",1,17,22656.0759088338,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3212",2,17,25460.1818592877,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3213",3,17,25874.6609195797,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3214",4,17,23952.2971370456,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3215",5,17,38349.1877777721,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3216",6,17,29422.6995434279,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3217",7,17,47351.6580292428,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3218",8,17,25276.4104576226,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3219",9,17,18484.8151285926,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3220",10,17,30700.644612658,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3221",1,18,15671.5708477448,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3222",2,18,20074.9137154024,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3223",3,18,22502.3595907258,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3224",4,18,22807.5601505321,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3225",5,18,21055.0254979184,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3226",6,18,33613.8054643817,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3227",7,18,25712.3124006972,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3228",8,18,41251.5891657521,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3229",9,18,21949.9265688927,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3230",10,18,16000.4776623924,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3231",1,19,40319.5343659657,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3232",2,19,13877.299127268,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3233",3,19,17730.8312948412,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3234",4,19,19821.0048787447,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3235",5,19,20033.8763063652,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3236",6,19,18440.734774378,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3237",7,19,29350.7919208552,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3238",8,19,22380.6145752054,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3239",9,19,35790.2776098466,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3240",10,19,18981.8583262354,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3241",1,20,17256.8654991497,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3242",2,20,35686.7782804525,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3243",3,20,12250.9340268808,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3244",4,20,15610.0526265678,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3245",5,20,17401.1503078333,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3246",6,20,17536.4429163563,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3247",7,20,16092.4359664367,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3248",8,20,25531.6541199257,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3249",9,20,19404.8860128263,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3250",10,20,30929.4154875101,"Numbers","Pre-Adulto",6,"w/o Aquaculture","Outer"
"3251",1,21,13030.5400433295,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3252",2,21,15268.8103896667,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3253",3,21,31493.0855538314,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3254",4,21,10781.5153757896,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3255",5,21,13698.8291511581,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3256",6,21,15225.5268658868,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3257",7,21,15296.5524560377,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3258",8,21,13991.995121568,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3259",9,21,22126.1943754128,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3260",10,21,16760.8585130835,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3261",1,22,7016.67865059025,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3262",2,22,7292.21162280484,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3263",3,22,8522.37659829281,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3264",4,22,17529.406701278,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3265",5,22,5984.03107572774,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3266",6,22,7580.64269340189,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3267",7,22,8399.34695883233,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3268",8,22,8411.33997474156,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3269",9,22,7668.55624195233,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3270",10,22,12086.2175295541,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3271",1,23,5883.58816229574,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3272",2,23,3925.9300054037,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3273",3,23,4069.34365932703,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3274",4,23,4742.61115869789,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3275",5,23,9727.04894022753,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3276",6,23,3310.6334326568,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3277",7,23,4180.88745462921,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3278",8,23,4617.43466193864,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3279",9,23,4608.68417422205,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3280",10,23,4187.63871511632,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3281",1,24,4703.48805279941,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3282",2,24,3291.44422383953,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3283",3,24,2190.47047689247,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3284",4,24,2264.16039121038,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3285",5,24,2631.19832768199,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3286",6,24,5380.42423128476,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3287",7,24,1825.52378800216,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3288",8,24,2297.91137529364,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3289",9,24,2529.40028304845,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3290",10,24,2516.12966322453,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3291",1,25,2104.00113370568,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3292",2,25,2630.9453311679,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3293",3,25,1836.22597686149,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3294",4,25,1218.6025211472,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3295",5,25,1255.97814226496,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3296",6,25,1455.20664917245,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3297",7,25,2966.36969012248,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3298",8,25,1003.18538940158,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3299",9,25,1258.56436491359,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3300",10,25,1380.68748918101,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3301",1,26,3378.4125251085,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3302",2,26,1176.78223933798,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3303",3,26,1467.59968359017,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3304",4,26,1021.42063920291,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3305",5,26,675.909267297159,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3306",6,26,694.547726944046,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3307",7,26,802.194578546606,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3308",8,26,1629.90590656614,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3309",9,26,549.368926058851,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3310",10,26,686.896240626816,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3311",1,27,787.670120126156,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
"3312",2,27,1889.42422269936,"Numbers","Adulto",6,"w/o Aquaculture","Outer"
